date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:05	2755/2755	---M--	200	added ('OK')	text/javascript	etag:%223c2bce5f402011d176081cdb0ccc6bb4%22	https://storage.googleapis.com/strangeloop2017/lib/HeatMap.js	./storage.googleapis.com/strangeloop2017/lib/HeatMap.js	(from https://storage.googleapis.com/strangeloop2017/slide3.html)
22:27:06	1177/1177	---M--	200	added ('OK')	text/javascript	etag:%223bcde9b2404a8a4401ad3577aa9a2e28%22	https://storage.googleapis.com/strangeloop2017/lib/SlidingMedian.js	./storage.googleapis.com/strangeloop2017/lib/SlidingMedian.js	(from https://storage.googleapis.com/strangeloop2017/slide3.html)
22:27:07	4426/4426	---M--	200	added ('OK')	text/javascript	etag:%22d2ab1766b51b947fa323471a48e51260%22	https://storage.googleapis.com/strangeloop2017/lib/Stats.js	./storage.googleapis.com/strangeloop2017/lib/Stats.js	(from https://storage.googleapis.com/strangeloop2017/slide3.html)
22:27:08	5379/5379	---M--	200	added ('OK')	text/javascript	etag:%2280d0bb81d1d43891126fb53fd1cffff2%22	https://storage.googleapis.com/strangeloop2017/lib/LatencyPlot.js	./storage.googleapis.com/strangeloop2017/lib/LatencyPlot.js	(from https://storage.googleapis.com/strangeloop2017/slide3.html)
22:27:09	1086/1086	---M--	200	added ('OK')	text/javascript	etag:%22f01a7bb2e4cc0de65ccf02f228a7892a%22	https://storage.googleapis.com/strangeloop2017/defaultConfig.js	./storage.googleapis.com/strangeloop2017/defaultConfig.js	(from https://storage.googleapis.com/strangeloop2017/slide3.html)
22:27:11	27108/27108	---M--	200	added ('OK')	text/javascript	etag:%22da93897711718eb2fafba128e10accd9%22	https://storage.googleapis.com/strangeloop2017/lib/Main.js	./storage.googleapis.com/strangeloop2017/lib/Main.js	(from https://storage.googleapis.com/strangeloop2017/slide3.html)
22:27:12	109385/109385	---M--	200	added ('OK')	image/png	etag:%22441e28862be1be462b405b16b0cf2465%22	https://storage.googleapis.com/strangeloop2017/img/slide4.png	./storage.googleapis.com/strangeloop2017/img/slide4.png	(from https://storage.googleapis.com/strangeloop2017/slide4.html)
22:27:13	106196/106196	---M--	200	added ('OK')	image/png	etag:%22c6227720c7e13a0bf5837b2fa2e600e5%22	https://storage.googleapis.com/strangeloop2017/img/slide6.png	./storage.googleapis.com/strangeloop2017/img/slide6.png	(from https://storage.googleapis.com/strangeloop2017/slide6.html)
22:27:14	147975/147975	---M--	200	added ('OK')	image/png	etag:%22b0ae1d624d48fda354c3c84a529b095d%22	https://storage.googleapis.com/strangeloop2017/img/slide7.png	./storage.googleapis.com/strangeloop2017/img/slide7.png	(from https://storage.googleapis.com/strangeloop2017/slide7.html)
22:27:15	188678/188678	---M--	200	added ('OK')	image/png	etag:%2225b3dfbcda3c282b49483ddfce68fb55%22	https://storage.googleapis.com/strangeloop2017/img/slide8.png	./storage.googleapis.com/strangeloop2017/img/slide8.png	(from https://storage.googleapis.com/strangeloop2017/slide8.html)
22:27:16	77295/77295	---M--	200	added ('OK')	image/png	etag:%2265b6d338612df0fd9987c4e36885b722%22	https://storage.googleapis.com/strangeloop2017/img/slide9.png	./storage.googleapis.com/strangeloop2017/img/slide9.png	(from https://storage.googleapis.com/strangeloop2017/slide9.html)
